Umur,Domisili,Province,Jenis Kelamin,Total Twitter Sekunder,Twitter1,Twitter2,Twitter3,Twitter4,Twitter5,Twitter6,Private Second Account,Roleplay Acc,Fake/Spam,Alter Acc,BodySatisfaction,FamCloseness,ParentsinMarriage,LivingApart,Loneliness,SExp1,SExp2,SExp3,SExp4,SExp5,SExp6,SExp,InfSeek1,InfSeek2,InfSeek3,InfSeek4,InfSeek,Soc1,Soc2,Soc3,Soc4,Soc,Div1,Div2,Div,UG_TOT,DA1,DA2,DA3,DA4,DA_OD,IN1,IN2,IN3,IN4,IN5,IN_OD,AS1,AS2,AS3,AS_OD,SI1,SI2,SI3,SI_OD,DI1,DI2,DI3,DI4,DI_OD,MA1,MA2,MA3,MA4,MA_OD,OD_TOT,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS_TOT
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,4,1,1,3,3,3,6,7,7,2,28,6,7,6,2,21,7,5,5,6,23,6,4,10,82,4,3,6,3,16,3,5,2,2,2,14,4,5,5,14,3,5,4,12,2,1,1,1,5,2,2,4,3,11,72,4,2,5,3,2,4,20
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,4,1,0,4,3,1,1,6,6,1,18,7,6,3,3,19,7,6,6,7,26,7,7,14,77,6,5,5,5,21,6,7,6,5,6,30,7,7,7,21,5,6,6,17,4,4,2,2,12,5,3,7,4,19,120,5,5,5,5,3,2,25
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,4,0,1,3,2,1,3,6,7,1,20,6,7,5,4,22,7,4,5,6,22,7,7,14,78,6,7,7,7,27,6,6,6,6,6,30,6,6,6,18,4,6,6,16,5,4,4,6,19,5,5,5,5,20,130,5,3,4,3,3,3,21
2,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,2,1,1,4,4,1,6,7,5,1,24,7,7,7,4,25,5,4,2,2,13,6,7,13,75,7,7,7,6,27,7,7,7,6,5,32,7,7,7,21,6,3,7,16,4,2,3,5,14,6,2,2,3,13,123,4,2,5,2,1,1,15
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,3,1,0,3,5,2,6,6,6,2,27,6,6,6,4,22,7,5,6,6,24,6,6,12,85,7,6,6,6,25,6,6,6,6,6,30,6,6,6,18,6,6,6,18,4,4,5,6,19,4,5,5,5,19,129,3,2,4,2,2,2,15
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,4,1,0,3,2,1,4,5,7,1,20,6,6,6,6,24,7,5,7,7,26,6,6,12,82,4,7,7,7,25,3,7,7,7,5,29,5,6,6,17,6,5,5,16,4,4,3,5,16,5,4,4,4,17,120,5,4,4,3,2,1,19
0,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,2,1,0,3,6,2,7,7,7,3,32,6,7,5,6,24,7,7,6,5,25,6,4,10,91,7,6,6,6,25,2,5,3,6,2,18,1,3,2,6,1,4,6,11,3,4,5,4,16,4,5,3,4,16,92,5,4,5,4,5,1,24
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,2,3,1,1,3,1,1,2,4,2,1,11,5,5,5,5,20,6,3,4,4,17,6,4,10,58,5,5,5,7,22,4,5,5,5,3,22,5,5,5,15,3,4,4,11,3,3,2,4,12,3,2,3,2,10,92,4,4,4,4,2,4,22
1,Surabaya,Jawa Timur,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,4,3,0,0,2,2,2,2,5,7,1,19,5,6,5,5,21,7,6,6,6,25,5,7,12,77,6,4,5,4,19,4,3,5,4,6,22,6,4,5,15,5,5,4,14,5,6,3,4,18,6,5,5,5,21,109,4,4,5,3,4,5,25
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,2,1,3,3,4,5,2,18,6,6,6,3,21,7,1,3,1,12,5,6,11,62,5,5,7,4,21,5,6,7,5,5,28,5,6,5,16,4,4,5,13,4,5,5,4,18,4,4,4,4,16,112,3,3,4,3,3,3,19
1,Surabaya,Jawa Timur,1,1,Private Second Account,,,,,,1,0,0,0,4,2,0,1,3,3,3,5,6,5,3,25,5,6,3,3,17,6,5,6,7,24,6,7,13,79,3,2,5,6,16,3,6,6,6,6,27,7,7,7,21,7,6,7,20,3,3,5,2,13,5,6,5,6,22,119,4,4,5,5,4,4,26
1,Surabaya,Jawa Timur,1,1,Private Second Account,,,,,,1,0,0,0,3,4,0,0,2,1,4,3,6,4,5,23,7,7,6,3,23,7,7,7,7,28,7,7,14,88,1,7,7,5,20,6,2,5,7,7,27,7,7,7,21,5,4,7,16,1,3,1,4,9,1,7,3,4,15,108,3,3,3,3,3,3,18
1,Surabaya,Jawa Timur,1,1,Private Second Account,,,,,,1,0,0,0,3,3,1,1,2,2,1,3,6,6,1,19,7,7,6,3,23,7,4,4,4,19,7,5,12,73,5,6,6,5,22,6,7,6,6,5,30,7,7,7,21,7,7,6,20,2,2,2,3,9,4,5,5,3,17,119,4,2,4,3,1,1,15
1,Surabaya,Jawa Timur,1,1,Private Second Account,,,,,,1,0,0,0,3,4,1,1,2,3,3,3,6,6,3,24,5,6,5,3,19,5,4,4,3,16,5,2,7,66,5,5,5,4,19,5,3,3,3,5,19,5,5,5,15,3,5,5,13,2,3,2,6,13,4,3,3,2,12,91,4,2,2,2,2,3,15
2,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,0,1,2,1,6,1,7,7,7,29,7,7,2,1,17,7,7,7,7,28,7,7,14,88,3,3,5,4,15,4,4,4,4,4,20,7,7,7,21,7,7,7,21,1,1,1,1,4,4,4,4,3,15,96,3,1,5,3,3,3,18
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,0,2,4,1,3,6,4,1,19,7,6,5,3,21,7,3,2,1,13,6,6,12,65,7,6,6,5,24,6,6,5,5,5,27,7,6,6,19,5,4,6,15,3,3,4,4,14,5,5,5,4,19,118,3,3,5,4,2,3,20
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,0,2,6,5,7,7,4,6,35,5,6,6,3,20,7,4,2,2,15,6,6,12,82,5,5,5,3,18,4,5,4,3,5,21,5,5,5,15,4,5,4,13,3,4,2,2,11,3,1,1,2,7,85,5,4,4,3,4,4,24
2,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,1,1,7,7,7,7,7,36,7,7,7,4,25,7,7,7,7,28,7,1,8,97,1,1,1,1,4,1,1,1,1,1,5,1,1,1,3,1,1,7,9,1,1,1,1,4,1,1,1,1,4,29,3,3,1,5,1,5,18
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,3,5,5,7,7,7,5,36,5,5,5,4,19,7,6,6,5,24,7,7,14,93,6,6,7,5,24,6,6,6,6,6,30,6,6,7,19,5,5,5,15,4,3,3,2,12,3,4,5,4,16,116,3,3,5,3,3,4,21
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,1,1,4,7,5,7,7,7,37,7,7,7,7,28,7,7,5,7,26,7,7,14,105,7,5,6,7,25,5,6,5,5,7,28,7,7,7,21,7,7,7,21,1,4,2,4,11,7,7,7,7,28,134,5,5,5,5,1,5,26
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,1,3,1,1,3,7,7,1,7,6,3,31,6,7,7,2,22,7,6,1,3,17,7,7,14,84,1,1,1,3,6,1,1,1,1,1,5,7,7,7,21,5,6,6,17,1,1,1,1,4,1,1,1,1,4,57,5,3,5,5,4,5,27
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,0,2,4,2,3,5,6,4,24,6,6,6,5,23,7,4,3,2,16,6,6,12,75,5,3,5,5,18,6,6,6,5,7,30,6,5,5,16,3,4,5,12,3,4,5,5,17,5,3,5,4,17,110,4,2,4,3,4,2,19
2,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,2,1,1,4,7,1,7,7,3,1,26,7,7,6,5,25,7,4,3,3,17,7,7,14,82,7,5,5,4,21,4,5,4,7,5,25,7,7,7,21,2,4,5,11,2,1,1,1,5,3,2,3,2,10,93,2,1,5,3,1,1,13
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,1,3,1,0,4,4,4,6,7,7,1,29,7,6,4,2,19,7,4,6,2,19,7,7,14,81,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,6,5,7,18,4,5,2,2,13,7,1,6,3,17,132,5,3,4,4,2,1,19
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,1,4,4,3,6,6,6,4,29,7,7,7,5,26,7,7,7,7,28,7,7,14,97,7,5,6,6,24,6,6,6,2,2,22,5,4,5,14,5,4,6,15,2,2,2,5,11,2,7,6,2,17,103,5,4,5,5,2,1,22
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,2,4,1,6,6,5,1,23,6,6,6,6,24,7,6,4,4,21,7,2,9,77,7,5,5,5,22,5,6,6,6,6,29,6,4,4,14,5,5,6,16,5,5,3,3,16,5,5,5,5,20,117,3,2,1,4,3,4,17
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,2,4,4,5,6,6,6,31,6,7,7,6,26,5,7,6,6,24,6,5,11,92,5,5,5,5,20,3,4,3,4,5,19,6,6,6,18,6,5,6,17,3,4,4,6,17,5,5,6,5,21,112,2,2,3,1,1,1,10
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,0,2,6,1,7,6,7,1,28,6,6,6,5,23,7,4,3,2,16,6,6,12,79,6,5,5,5,21,6,5,5,6,4,26,6,6,6,18,2,1,3,6,6,4,5,5,20,2,4,3,5,14,105,4,2,5,2,2,2,17
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,0,1,3,1,5,7,7,3,26,7,7,7,5,26,6,4,6,6,22,7,5,12,86,6,6,6,5,23,7,6,6,5,6,30,7,7,7,21,5,5,5,15,5,6,1,3,15,5,4,4,4,17,121,3,2,3,4,2,1,15
0,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,0,1,6,7,5,7,6,5,36,7,7,7,3,24,7,2,4,4,17,7,7,14,91,3,7,3,3,16,1,1,1,1,7,11,1,1,1,3,7,7,7,21,7,4,5,3,19,1,1,4,2,8,78,5,3,2,1,1,4,16
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,1,3,4,1,3,6,4,1,19,6,6,5,4,21,6,4,4,3,17,6,6,12,69,6,6,5,3,20,4,3,4,3,4,18,5,5,5,15,5,5,4,14,4,4,3,5,16,3,4,5,4,16,99,4,3,4,3,2,4,20
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,1,2,3,1,4,7,6,2,23,6,7,5,5,23,6,6,6,7,25,6,7,13,84,7,6,6,6,25,6,7,6,5,4,28,4,4,5,13,5,5,4,14,4,4,3,5,16,6,5,5,5,21,117,3,3,5,5,4,4,24
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,4,5,5,6,7,7,4,34,6,7,7,5,25,6,6,7,4,23,6,6,12,94,4,3,4,4,15,4,4,3,3,4,18,6,5,7,18,4,1,6,11,5,5,6,6,22,4,3,3,3,13,97,3,3,4,3,1,1,15
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,2,1,0,3,3,6,5,6,5,6,31,6,6,6,5,23,7,6,6,6,25,6,6,12,91,6,6,6,4,22,5,3,3,3,4,18,5,5,5,15,4,4,5,13,4,3,3,3,13,3,3,4,4,14,95,4,4,4,4,4,4,24
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,4,1,0,1,4,5,1,4,4,7,25,7,4,7,4,22,5,5,3,3,16,7,6,13,76,4,4,4,4,16,4,4,4,4,4,20,5,4,3,12,4,4,6,14,5,4,5,4,18,4,4,4,4,16,96,5,3,3,1,1,1,14
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,2,0,0,2,5,5,7,7,5,3,32,7,7,7,7,28,7,5,7,7,26,7,7,14,100,4,3,4,4,15,6,5,5,5,3,24,7,7,7,21,4,7,7,18,5,3,6,4,18,5,6,2,4,17,113,4,4,5,5,5,2,25
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,2,1,0,4,4,2,7,7,5,3,28,7,7,7,5,26,7,5,4,6,22,7,7,14,90,7,7,7,7,28,7,7,7,7,7,35,7,7,7,21,5,5,5,15,2,2,7,1,12,4,4,6,2,16,127,5,4,4,4,3,4,24
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,1,1,1,1,2,2,1,8,6,6,6,4,22,5,2,4,4,15,6,1,7,52,2,2,2,3,9,2,6,2,2,2,14,2,2,2,6,2,5,6,13,3,3,5,5,16,3,6,3,3,15,73,2,2,2,1,1,2,10
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,1,1,4,3,4,6,4,4,25,6,6,6,5,23,6,5,6,5,22,4,3,7,77,2,2,2,2,8,2,2,2,2,2,10,2,3,2,7,2,5,4,11,2,2,2,4,10,2,2,2,2,8,54,3,2,2,2,1,2,12
0,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,0,3,1,6,7,7,7,4,32,7,7,7,7,28,6,6,7,6,25,6,6,12,97,6,6,6,6,24,6,4,6,6,5,27,6,4,4,14,5,5,6,16,3,4,3,4,14,4,5,4,4,17,112,3,4,4,4,3,3,21
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,4,6,3,5,6,6,2,28,6,7,7,7,27,7,7,6,2,22,7,7,14,91,5,4,5,6,20,6,5,6,7,6,30,4,5,2,11,6,4,6,16,2,2,2,4,10,4,5,4,3,16,103,4,5,5,4,4,5,27
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,3,4,1,1,1,4,4,5,6,7,1,27,6,7,5,5,23,7,4,4,4,19,7,4,11,80,3,3,4,2,12,3,5,4,4,4,20,5,5,5,15,4,4,5,13,3,2,2,3,10,2,5,4,4,15,85,3,3,4,3,2,3,18
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,4,1,0,1,5,2,5,7,6,1,26,6,5,6,4,21,7,3,3,3,16,7,7,14,77,3,3,2,4,12,5,2,2,2,2,13,2,2,2,6,2,2,6,10,2,1,3,2,8,1,6,2,6,15,64,4,2,4,2,1,2,15
1,Surabaya,Jawa Timur,0,1,Private Second Account,,,,,,1,0,0,0,4,3,1,1,1,3,1,4,4,5,1,18,6,6,6,4,22,6,5,4,6,21,5,4,9,70,5,5,5,5,20,5,4,4,4,5,22,7,6,6,19,5,5,6,16,4,4,2,2,12,4,5,5,4,18,107,4,2,3,3,1,3,16
1,Surakart,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,1,2,0,0,1,3,4,2,3,4,4,20,4,4,4,4,16,3,4,3,4,14,4,5,9,59,3,3,4,3,13,4,6,3,4,3,20,7,7,7,21,6,5,5,16,5,4,4,4,17,4,5,4,3,16,103,3,1,2,2,3,4,15
1,Surakarta,Jawa Tengah,0,3,Private Second Account,Role Play Account,Alter Account,,,,1,1,0,1,3,3,1,1,2,3,3,2,5,6,2,21,6,7,4,4,21,6,2,5,6,19,6,3,9,70,6,5,6,3,20,6,5,5,6,6,28,7,7,7,21,2,5,4,11,4,4,3,6,17,3,4,5,5,17,114,3,2,3,2,4,3,17
1,Surakarta,Jawa Tengah,0,5,Private Second Account,Fake/Spam/Fan Account,akun khusus untuk transaksi (sell,buy,trade account),,1,0,1,0,3,3,1,0,2,4,5,5,7,7,5,33,7,7,6,3,23,7,7,3,5,22,7,3,10,88,5,6,6,3,20,3,2,1,1,5,12,7,7,7,21,5,3,5,13,4,4,4,4,16,4,3,5,5,17,99,4,1,2,2,1,3,13
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,Fake/Spam/Fan Account,,,,1,0,2,0,3,3,1,0,1,4,5,3,7,6,2,27,6,7,7,5,25,7,6,7,7,27,7,7,14,93,7,7,7,4,25,6,6,5,6,6,29,6,6,6,18,6,4,6,16,4,3,3,5,15,6,6,6,6,24,127,4,2,5,4,4,2,21
1,Surakarta,Jawa Tengah,1,3,Role Play Account,Private Second Account,tidak dengan nama asli,,,,1,1,0,0,3,4,1,1,3,5,4,5,7,6,4,31,7,7,7,6,27,7,7,6,6,26,4,3,7,91,4,3,2,6,15,3,6,4,5,4,22,6,6,6,18,6,5,4,15,4,3,4,5,16,4,2,2,2,10,96,2,4,4,4,1,2,17
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,1,3,4,3,6,6,5,4,28,5,5,6,4,20,7,4,5,5,21,6,5,11,80,7,6,7,5,25,4,4,6,6,6,26,4,4,4,12,5,4,5,14,4,3,3,3,13,5,4,4,5,18,108,3,3,4,3,2,1,16
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Alter Account,,,,,1,0,0,1,2,3,1,0,3,1,1,1,7,7,1,18,7,7,5,7,26,7,4,7,7,25,7,7,14,83,5,2,2,2,11,1,1,2,4,3,11,7,7,7,21,7,7,5,19,1,1,7,6,15,6,6,4,4,20,97,2,1,4,5,3,5,20
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,0,0,3,3,2,2,6,6,1,20,6,6,4,6,22,6,2,2,2,12,6,6,12,66,5,6,6,5,22,6,6,6,6,4,28,7,6,6,19,5,6,6,17,6,3,3,3,15,2,5,6,5,18,119,4,4,4,2,2,3,19
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,0,2,5,5,3,6,4,3,26,6,7,7,7,27,7,3,2,2,14,7,3,10,77,1,4,6,4,15,4,3,2,2,3,14,6,6,6,18,5,4,7,16,3,3,3,3,12,3,3,4,3,13,88,5,3,1,1,1,2,13
2,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,1,1,1,1,1,4,7,1,15,7,7,7,7,28,7,4,1,3,15,7,1,8,66,6,7,7,7,27,4,4,4,4,7,23,7,7,7,21,3,5,5,13,5,2,2,2,11,5,5,4,3,17,112,5,1,1,1,1,1,10
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,3,3,4,5,6,7,4,29,6,6,6,3,21,7,5,4,4,20,7,6,13,83,5,5,4,5,19,6,2,2,2,4,16,7,7,7,21,4,4,5,13,2,2,2,2,8,2,2,2,2,8,85,3,4,5,2,3,3,20
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Role Play Account,,,,,1,1,0,0,2,2,1,1,4,5,3,3,5,5,2,23,5,5,5,3,18,5,2,2,2,11,5,5,10,62,6,5,4,4,19,3,2,2,4,3,14,6,3,5,14,2,3,5,10,5,4,6,5,20,3,4,6,3,16,93,5,4,5,4,2,3,23
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,3,1,0,2,5,5,5,7,6,3,31,6,6,6,5,23,7,6,6,6,25,7,6,13,92,6,3,3,4,16,4,3,4,4,4,19,7,7,7,21,5,5,5,15,3,2,2,4,11,4,4,5,4,17,99,5,5,5,3,4,2,24
0,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,0,3,5,3,6,6,6,4,30,5,5,4,2,16,7,6,4,5,22,6,5,11,79,6,5,6,4,21,5,6,4,6,5,26,6,6,6,18,6,6,5,17,1,1,2,2,6,4,4,5,4,17,105,3,4,4,5,4,4,24
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,1,1,3,4,1,6,7,5,2,25,5,6,4,3,18,7,2,2,4,15,6,5,11,69,4,2,3,4,13,6,6,6,6,4,28,4,5,5,14,2,2,6,10,7,4,3,2,16,1,1,1,1,4,85,2,2,4,3,5,3,19
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,3,0,1,4,4,2,1,4,6,2,19,7,7,5,4,23,7,4,5,5,21,7,7,14,77,7,7,7,7,28,6,6,6,6,6,30,7,7,7,21,1,4,5,10,4,4,4,5,17,4,4,7,4,19,125,3,2,5,1,1,1,13
1,Surakarta,Jawa Tengah,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,3,1,1,4,3,3,3,6,3,3,21,7,7,7,7,28,7,7,7,7,28,7,6,13,90,4,2,5,2,13,3,2,2,2,2,11,6,6,6,18,5,6,4,15,2,2,2,4,10,3,5,5,5,18,85,4,4,4,2,2,4,20
1,Surakarta,Jawa Tengah,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,1,2,1,0,1,6,5,7,7,7,3,35,6,7,7,4,24,7,7,7,7,28,7,7,14,101,4,5,3,5,17,3,4,3,5,3,18,5,3,4,12,5,3,5,13,2,4,2,4,12,5,5,4,3,17,89,2,1,4,3,1,2,13
1,Surakarta,Jawa Tengah,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,3,1,0,2,5,5,5,6,7,7,35,7,6,7,7,27,7,7,6,6,26,7,7,14,102,3,5,5,3,16,2,2,2,2,3,11,3,3,3,9,5,5,6,16,3,3,5,5,16,5,5,5,5,20,88,5,4,5,4,4,4,26
1,Surakarta,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,4,0,0,3,2,4,6,7,7,5,31,7,7,7,7,28,6,7,7,6,26,6,6,12,97,7,6,7,6,26,6,6,6,3,7,28,7,5,7,19,5,6,6,17,5,1,6,6,18,5,1,1,3,10,118,4,4,4,5,4,5,26
1,Surakarta,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,1,3,2,3,3,5,4,4,21,3,3,4,4,14,5,4,4,5,18,6,4,10,63,5,5,6,6,22,6,4,5,5,5,25,5,4,5,14,4,4,5,13,5,6,3,3,17,4,4,4,4,16,107,1,2,4,2,2,4,15
0,Surakarta,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,3,3,1,0,3,4,6,6,7,7,7,37,7,7,7,7,28,7,5,4,4,20,7,7,14,99,5,6,6,6,23,6,7,5,5,5,28,4,7,7,18,6,6,5,17,5,4,4,4,17,6,4,6,6,22,125,4,4,5,5,4,5,27
1,Surakarta,Jawa Tengah,0,1,Private Second Account,,,,,,1,0,0,0,2,4,1,0,3,4,3,5,7,7,2,28,5,5,6,6,22,7,4,3,3,17,6,5,11,78,6,6,6,4,22,4,2,2,2,5,15,7,6,7,20,5,4,6,15,1,1,1,3,6,4,4,6,4,18,96,3,1,4,2,2,2,14
1,Tabalong,Kalimantan Selatan,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,0,3,2,1,2,5,4,1,15,5,7,7,3,22,7,2,4,3,16,5,4,9,62,6,6,6,4,22,5,4,5,5,5,24,6,6,6,18,5,4,6,15,2,1,3,4,10,4,3,2,1,10,99,3,2,3,3,2,3,16
0,Tabanan,Bali,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,3,1,0,3,5,2,7,7,5,4,30,7,7,7,7,28,7,7,5,4,23,7,7,14,95,6,5,5,4,20,6,6,6,5,5,28,6,7,7,20,6,6,5,17,3,5,3,3,14,4,4,6,3,17,116,3,4,4,5,3,4,23
0,Tana Toraja,Sulawesi Selatan,0,1,Private Second Account,,,,,,1,0,0,0,3,2,1,0,3,4,1,5,6,6,1,23,6,6,4,3,19,6,5,5,6,22,6,7,13,77,5,5,5,3,18,4,4,5,5,5,23,6,6,6,18,3,3,4,10,2,2,2,2,8,3,3,3,3,12,89,2,2,5,4,2,2,17
2,Tanjung Balai Karimun,Kepulauan Riau,0,1,Fake/Spam/Fan Account,,,,,,0,0,1,0,3,3,1,0,2,2,1,1,5,6,1,16,5,7,6,4,22,7,5,4,5,21,7,7,14,73,5,4,5,6,20,6,7,6,5,5,29,7,7,7,21,3,5,4,12,6,3,7,7,23,4,2,3,4,13,118,4,4,5,2,1,1,17
0,Tanjung Palas,Kalimantan Utara,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,2,1,0,1,3,7,1,6,7,4,1,26,4,5,2,3,14,7,7,4,2,20,7,7,14,74,7,7,7,5,26,7,4,5,3,6,25,7,7,7,21,3,2,6,11,2,3,4,6,15,7,4,7,4,22,120,5,2,5,1,5,3,21
0,Tanjungpandan,Bangka Belitung,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,3,2,1,0,3,5,5,3,7,7,7,34,7,5,5,6,23,7,7,4,4,22,7,7,14,93,5,4,6,6,21,6,5,4,6,7,28,7,7,7,21,6,5,7,18,2,2,1,1,6,4,3,3,3,13,107,3,4,5,4,2,3,21
1,Tanjungpinang,Kepulauan Riau,0,2,Private Second Account,Fake/Spam/Fan Account,,,,,1,0,1,0,4,4,1,0,2,3,4,6,7,3,2,25,5,6,4,4,19,7,2,5,5,19,6,7,13,76,7,6,6,5,24,4,4,4,4,4,20,4,5,4,13,4,4,5,13,5,5,5,6,21,5,4,4,4,17,108,5,3,3,3,3,2,19
1,Tasik,Jawa Barat,0,1,Private Second Account,,,,,,1,0,0,0,2,3,1,1,3,2,2,3,5,3,1,16,3,5,4,1,13,7,1,3,1,12,6,6,12,53,3,4,4,6,17,7,6,5,5,7,30,4,7,7,18,6,3,4,13,7,7,7,7,28,6,7,7,6,26,132,4,5,5,5,2,4,25
1,Tasikmalaya,Jawa Barat,0,3,Private Second Account,Role Play Account,Fake/Spam/Fan Account,,,,1,1,1,0,3,4,1,0,2,4,5,5,6,5,7,32,6,6,7,5,24,7,5,7,7,26,7,6,13,95,6,6,6,5,23,5,6,5,5,6,27,7,7,7,21,5,6,5,16,6,6,5,6,23,4,4,4,5,17,127,4,4,4,3,4,4,23
1,Tasikmalaya,Jawa Barat,0,3,Private Second Account,Fake/Spam/Fan Account,Study account,,,,1,0,1,0,3,3,1,0,3,6,1,6,5,4,1,23,7,7,7,6,27,6,4,6,4,20,2,6,8,78,5,4,5,5,19,5,4,5,6,3,23,5,5,5,15,5,5,4,14,6,5,5,6,22,5,4,4,5,18,111,4,2,2,3,1,2,14
1,Tasikmalaya,Jawa Barat,0,2,Fake/Spam/Fan Account,Private Second Account,,,,,1,0,1,0,2,3,1,0,2,6,4,6,7,5,4,32,3,5,3,3,14,6,4,2,3,15,4,4,8,69,4,3,5,3,15,3,5,3,3,3,17,4,5,6,15,4,4,4,12,3,4,2,3,12,3,2,2,2,9,80,3,3,2,4,1,5,18
